Protein	X180330_02_sample_39_patient_54_Dengue_2	X180330_07_sample_13_patient_53_Dengue_1	X180330_08_sample_03_patient_44_Dengue_1	X180330_09_sample_43_patient_54_Dengue_1	X180330_10_sample_57_patient_57_Dengue_2	X180421_02_sample_94_patient_57_Dengue_1	X180421_03_sample_113_patient_44_Dengue_2	X180421_05_sample_02_patient_86_Dengue_1	X180421_06_sample_04_patient_88_Dengue_1	X180421_07_sample_05_patient_71_Dengue_1	X180421_10_sample_08_patient_99_Dengue_2	X180423_04_sample_116_patient_53_Dengue_2	X180424_02_sample_10_patient_58_Dengue_2	X180424_03_sample_11_patient_60_Dengue_1	X180424_04_sample_12_patient_84_Dengue_2	X180424_05_sample_14_patient_79_Dengue_2	X180426_04_sample_18_patient_94_Dengue_2	X180426_05_sample_19_patient_91_Dengue_1	X180508_03_sample_21_patient_88_Dengue_2	X180508_07_sample_25_patient_93_Dengue_1	X180508_08_sample_26_patient_85_Dengue_2	X180508_09_sample_27_patient_98_Dengue_2	X180515_03_sample_34_patient_97_Dengue_2	X180515_04_sample_35_patient_81_Dengue_2	X180515_05_sample_36_patient_79_Dengue_1	X180515_06_sample_37_patient_87_Dengue_1	X180515_08_sample_32_patient_82_Dengue_1	X180517_04_sample_44_patient_92_Dengue_1	X180517_09_sample_50_patient_93_Dengue_2	X180520_02_sample_54_patient_96_Dengue_1	X180520_03_sample_55_patient_84_Dengue_1	X180520_09_sample_62_patient_100_Dengue_1	X180704_02_sample_93_patient_56_Dengue_2	X180704_03_sample_96_patient_68_Dengue_2	X180704_04_sample_97_patient_82_Dengue_2	X180704_05_sample_98_patient_80_Dengue_1	X180704_06_sample_99_patient_83_Dengue_2	X180704_07_sample_100_patient_94_Dengue_1	X180704_09_sample_102_patient_87_Dengue_2	X180704_10_sample_104_patient_97_Dengue_1	X180710_03_sample_106_patient_101_Dengue_1	X180710_04_sample_107_patient_100_Dengue_2	X180710_05_sample_108_patient_95_Dengue_1	X180710_06_sample_109_patient_89_Dengue_2	X180710_07_sample_111_patient_69_Dengue_1	X180710_08_sample_112_patient_101_Dengue_2	X180710_09_sample_114_patient_60_Dengue_2	X180710_10_sample_115_patient_83_Dengue_1	X180712_05_sample_121_patient_91_Dengue_2	X180712_06_sample_122_patient_86_Dengue_2	X180712_08_sample_124_patient_68_Dengue_1	X180716_02_sample_84_patient_95_Dengue_2	X180716_07_sample_89_patient_90_Dengue_1	X180716_09_sample_91_patient_90_Dengue_2	X180716_10_sample_92_patient_78_Dengue_1	X180718_02_sample_40_patient_69_Dengue_2	X180718_06_sample_75_patient_92_Dengue_2	X180718_07_sample_76_patient_55_Dengue_1	X180718_08_sample_77_patient_71_Dengue_2	X180718_09_sample_78_patient_99_Dengue_1	X180718_11_sample_81_patient_89_Dengue_1	X180718_12_sample_82_patient_96_Dengue_2	X180718_13_sample_83_patient_58_Dengue_1	X180719_15_sample_65_patient_98_Dengue_1	X180723_03_sample_67_patient_56_Dengue_1	X180723_04_sample_68_patient_55_Dengue_2	X180724_03_sample_70_patient_85_Dengue_1	X180724_05_sample_72_patient_78_Dengue_2	X180330_03_sample_42_patient_26_Zika_2	X180330_04_sample_51_patient_52_Zika_1	X180330_05_sample_52_patient_27_Zika_2	X180330_06_sample_73_patient_31_Zika_2	X180403_02_sample_95_patient_31_Zika_1	X180403_03_sample_117_patient_26_Zika_1	X180403_05_sample_09_patient_52_Zika_2	X180421_04_sample_01_patient_51_Zika_2	X180421_08_sample_06_patient_18_Zika_1	X180421_09_sample_07_patient_30_Zika_1	X180423_02_sample_110_patient_70_Zika_2	X180423_03_sample_103_patient_27_Zika_1	X180423_05_sample_31_patient_70_Zika_1	X180424_06_sample_15_patient_28_Zika_2	X180426_02_sample_16_patient_29_Zika_1	X180426_03_sample_17_patient_28_Zika_1	X180508_02_sample_20_patient_64_Zika_2	X180508_04_sample_22_patient_59_Zika_2	X180508_05_sample_23_patient_75_Zika_2	X180508_06_sample_24_patient_67_Zika_2	X180508_10_sample_28_patient_29_Zika_2	X180511_02_sample_29_patient_76_Zika_1	X180511_03_sample_30_patient_50_Zika_1	X180515_02_sample_33_patient_76_Zika_2	X180515_07_sample_38_patient_75_Zika_1	X180517_03_sample_41_patient_74_Zika_2	X180517_06_sample_46_patient_62_Zika_2	X180517_07_sample_48_patient_73_Zika_1	X180517_10_sample_53_patient_59_Zika_1	X180520_04_sample_56_patient_62_Zika_1	X180520_05_sample_58_patient_61_Zika_2	X180520_06_sample_59_patient_72_Zika_2	X180520_07_sample_60_patient_64_Zika_1	X180520_08_sample_61_patient_50_Zika_2	X180520_10_sample_63_patient_33_Zika_1	X180704_08_sample_101_patient_74_Zika_1	X180710_02_sample_105_patient_25_Zika_1	X180712_02_sample_118_patient_65_Zika_2	X180712_03_sample_119_patient_25_Zika_2	X180712_04_sample_120_patient_66_Zika_1	X180712_07_sample_123_patient_63_Zika_2	X180716_03_sample_85_patient_73_Zika_2	X180716_04_sample_86_patient_67_Zika_1	X180716_05_sample_87_patient_66_Zika_2	X180716_06_sample_88_patient_32_Zika_1	X180716_08_sample_90_patient_61_Zika_1	X180718_03_sample_45_patient_32_Zika_2	X180718_04_sample_49_patient_72_Zika_1	X180718_05_sample_74_patient_30_Zika_2	X180718_10_sample_79_patient_51_Zika_1	X180719_14_sample_64_patient_18_Zika_2	X180723_02_sample_66_patient_63_Zika_1	X180724_02_sample_69_patient_65_Zika_1	X180724_04_sample_71_patient_33_Zika_2	nFragment	nPeptide
P27169	927121	573477	980005	618583	510973	437600	1.04659e+06	546057	1.11498e+06	407666	991721	987039	691911	614595	347209	192924	541408	734246	971272	734215	713598	75531.1	278470	935444	921373	481756	960829	794574	639842	1.01235e+06	279431	679055	877194	848187	609418	1.00307e+06	677737	328918	426927	689471	978070	898006	1.34527e+06	728361	838463	587971	471876	315846	546744	470825	393594	1.82959e+06	737787	1.07763e+06	196881	606824	419546	953782	751510	571693	715874	822546	154389	901111	770800	677576	795733	588692	568472	785303	736901	836096	1.16001e+06	843617	798876	614437	659885	993103	969957	736009	571123	1.04226e+06	914008	1.44853e+06	886206	623979	734688	653887	1.30248e+06	336077	1.16614e+06	1.02977e+06	1.09404e+06	444665	646751	675318	702936	959751	827789	731624	793375	940406	519803	809202	650046	1.09394e+06	1.08161e+06	626092	757839	799774	373558	676277	376995	925663	763623	654679	1.03697e+06	536428	789059	537801	526423	1.0604e+06	45	10
P27918	30068.3	32769	70774.2	13931.6	37121.6	71219.3	56781.4	24793.2	52211.3	32771.9	34589.9	24275.9	74746.5	42915.3	23894.4	45497.1	59505.8	44114.8	37058.3	36281.4	84922.2	46690.9	49235.3	34656.3	68735.2	82008.1	47309.4	21427.5	29006.1	26246.2	38397	14951.4	5839.99	15561.7	3243.62	9791.54	44067.5	36379.2	5113.92	30761.7	17239.3	10077.7	16224.2	965.802	4679.19	8502.97	40074.3	33826.8	29580.8	44805	24146.4	45473.8	36901.6	24854.1	77268.2	51066.3	39978.5	33688.6	24728.8	20824.7	46483.8	23654	62100.1	38755.3	46743.2	14999.8	50968.7	155703	54436.9	19107.9	74591.3	68703.8	39089	63976.5	60082.1	45762.8	27097.1	53755.5	38881	74838.4	42951	45316.2	49915.1	51734.8	43831.5	34027.4	60736.8	56685.8	55963	29290.2	67803.6	34731	53890.3	25021.4	27004.2	36729.5	21655.1	42217.6	20792.2	40459.5	54692.7	21345.7	29732.4	44759.9	39133.9	20787	16305.4	549.252	54525.8	40369.6	39063.9	67970.9	49812.2	27031.5	43685.3	31098	40468.3	54860.3	27627.7	37918.4	16597.7	46205.8	24	6
P29622	45234.8	116150	86936.4	37027.4	67319.2	69311.6	73780.6	84433.8	77752.6	39499.8	57219.8	87326.2	103220	60588.2	6490.39	42790.3	46523.7	52249.5	93183.5	40567.1	16357	12793.6	90621.8	117608	186051	26582.8	60420.6	27341.1	84033	82140.8	11712.4	56618.4	94094.7	54678.7	66196.4	37540.3	13004.2	35339.2	49094.3	18371.3	124299	41609.6	58820.8	76864.8	65044.6	43426.6	55674.1	28346.9	24481.4	44222.5	2489.14	101816	105909	111243	24980.3	93905.8	35865.1	76830.7	96517.8	16822.8	46033.8	64840.6	39571.7	85203	112076	112809	92077.9	48577.2	63094.2	76814.3	51443.1	139746	109896	87466.1	106073	131435	126070	125679	63092.1	69833.3	42844.5	154558	98480.7	101942	76511.4	114114	134103	92132.5	147270	45668.3	62950.8	42499.4	90028.3	78323.3	118344	112011	44357.1	113218	54864.1	50082.3	52402	83669.9	108199	121192	105142	96459.6	60807.2	47782.7	82724	58287.4	34312.6	63756.2	49402.3	33607.8	116415	85369.5	111237	88910	115179	70883.9	29737.9	131680	33	10
P32119	10726.1	3147.65	15839	4262.41	23432.8	0	11287.8	7494.36	6925.83	6777.17	0	11224	14295	1177.13	4865.26	44545	14466.6	5530.81	19910.3	11321.7	22426.6	6301.44	28942.7	23941	4292.97	1079.57	18392.8	4666.38	7812.44	2721.34	51407.1	2571.17	5960.78	11410.7	3766.05	4694.55	0	381.731	24214.5	1635.43	11520.8	0	3547.21	3063.76	4206.54	28732.6	0	4231.92	20352	5186.81	18616.9	9484.42	9403.81	5045.95	33855.5	3608.36	6153.91	31013.8	17171	3836.54	17245.3	941.354	0	0	0	0	9814.4	11297.3	19138.2	2454.71	2800.03	29723.9	94266.7	17218.5	5732.29	3798.87	20042	5405.33	18856.7	8755.32	15980.7	2755.35	9772.32	5819.01	20719.7	1048.18	15643.2	2859.33	3594.58	6802.78	0	9998.75	13026.9	2439.45	28908.2	18836.2	6177.66	4475.54	1864.69	5789.29	0	7473.96	0	19611.4	29948.9	8403.75	709.116	4451.58	4998.61	35204.6	0	2892.32	6753.68	0	35155.5	5769.19	8082.14	5028.67	166281	13610.3	2649.09	70474.4	6	2
P33151	7733.86	4447.07	5592.79	7912.75	9298.85	15044.6	2428.07	8144.52	7560.28	10773.2	6671.99	5765.41	11125.7	7015.65	3708.98	7229.34	6794.24	1953.99	7293.15	8334.4	7540.43	3869.44	8409.69	2485.11	5311.06	6053.55	14038.1	5399.88	7909.19	4641.84	8944.15	12328.7	0	0	0	0	0	6999.33	0	0	12168.8	8639.88	3476.34	4667.62	6951.88	9001.66	7438.45	7116.88	3324.42	2919.35	0	9676.68	5143.42	16390.8	2334.22	15819.2	6389.59	9794.99	4163.88	8156.06	4913.37	8474.81	9222.18	6985.67	1907.42	13549.6	6457.54	16744.4	8028.36	12439.3	8934.77	6911.37	3177.69	8012.29	5425.73	5655.6	5196.92	4985.84	6075.42	7216.27	12798	7323.08	7793.32	10040.1	4851.88	7790.89	4125.08	9974.71	8053.28	3316.11	6164.77	7791.03	8529.33	13978	7303.08	6707.85	9786.75	6427.84	9162.67	7336.53	8228.99	7392.27	5180.77	0	6809.02	7725.3	11673.9	9224.57	8245.26	2593.14	4944.09	8111.79	11386.3	6109.74	7505.8	8812.56	6051.25	4916.33	7959.41	8291.09	7207.17	3021.93	3	1
P35443	4640.84	5175.83	1923.63	5425.19	8203.27	4747.91	1520.98	7190.89	6143.39	7126.48	3994.83	277.278	4783.56	2503.92	7286.55	4849.48	4495.16	3478.42	5110.43	1689.71	7054.3	6279.92	6823.15	5564.76	4953.23	1341.23	4154.13	3294.49	7718.88	4033.19	21555.5	6374.3	1001.36	6630.32	446.254	5619.86	7030.35	6581.23	16016.9	0	6891.99	5370.94	4193.73	0	2208.7	7532.06	8275.02	3783.94	0	5594.13	10907.1	4145.52	1828.09	8263.24	11697.3	3997.75	4228.35	6283.53	2656.53	6426.06	6591.22	4675.21	10383.2	4459.44	4627.02	6711.04	2904.13	20709.4	5362.87	5410.36	395.21	4548.84	297.979	6580.96	6367.06	2607.55	5916.46	5885.98	5667.07	8777.75	4517.07	5430.75	5198.57	11311.8	9361.9	4226.27	4709.91	8394.25	7383.57	3239.23	2577.24	8417.89	8498.41	4720.97	5545.86	2041.7	5461.47	4998.27	5189.49	5649.04	5707.1	6839.8	3129.96	0	5425.29	4432.91	8084.81	3149.94	6048.77	0	2838.33	12747.4	12006.5	3331.91	5341.66	6283.79	4742.12	3654.49	6477.44	3684.5	4685.83	4453.38	3	1
P35858;P35858-2	72318.4	121322	130872	60600.1	52975.7	34347.2	116222	116926	98660.7	40936.6	140806	136706	34423.5	22313.1	0	36815.3	92857	144430	89641.8	64034.6	5000.6	823.37	34015.3	144795	224394	2314.04	72815.2	125023	115379	122827	24617.4	93843.5	202102	100309	62450.2	92095	63212.3	43042.4	3088.27	101016	115562	55546.7	110395	184689	110197	50924.9	103134	50375.2	2560.43	2233.42	0	123365	80649.2	115945	0	88393.7	115630	93228.6	77389.7	34459	81337.1	102884	8364.79	99556.7	66947.6	24413.1	137783	27150.8	89068.1	163891	76936	167361	146669	136245	122835	124665	104630	99249.9	140006	97295.1	101707	200533	154417	90046.9	136437	102020	199027	78000.3	150130	90596.5	184093	58804.6	75742.4	130298	44969.3	64192.3	68289.6	142417	91735.7	129625	90931.4	107493	127489	115137	138930	118766	82475	130327	121278	104404	70245.3	3597.74	8933.25	87501.8	84777.4	96958.4	103412	24731.8	102136	44635.3	61060.2	81493.3	27	8
P36955	233221	224024	236333	169948	283515	273367	169551	188163	161311	327979	216669	166298	375072	135410	115194	180858	276815	205806	149693	357692	206222	128505	218311	275233	343225	125444	237322	181482	289280	247765	149310	166299	229330	163845	319701	139056	153832	202158	130418	236500	369946	130128	191584	232779	154007	174933	221649	147273	74414.1	85821.6	190952	298586	243075	322714	90186.3	250797	135173	211439	268712	220637	192285	356959	125493	209538	277354	211733	318170	192800	173798	268011	171069	281793	257752	223008	202887	253687	240716	281049	239866	119557	236773	249877	200352	231534	207189	233090	265298	250455	247777	221619	242857	198269	162543	224240	327814	241267	156336	263972	146731	182483	223641	224519	344898	386938	214995	254654	187136	248969	287066	169472	187694	203731	136082	157370	363192	269314	228703	216470	242301	234842	149008	244252	33	10
P36980;P36980-2	45241	24279.7	21515.1	21954	49828.9	15892.8	33200.1	12625.5	42022.3	43456.8	43210	27313.2	66047.9	34943	39574.9	21005.2	38918.3	30350.3	13629.2	14717	99495.3	62507.6	1910.64	10255.4	26898.5	51143.5	30667.4	22530.2	36776	30805.7	37774.6	27958.6	37318.8	16601.7	33513.3	21138.1	8192.33	34470.2	15492.8	30478.3	30489.8	26675.9	33667.3	18773.8	12443.6	16294.1	16366.5	40385.4	19388.8	34828.4	4873.2	7031.66	37204.3	18959.8	40282.2	35356.3	0	32030	42844.4	30431.5	13120.5	44948.4	15568.8	20938	25658.8	9553.01	30175	78732.7	29997	35801	8144.52	31030	34670.1	8502.17	45910.2	19064.5	31895.2	27533.3	12576.7	9920.71	40007.6	10390.4	15971.5	32690.5	27659.8	11797.5	34096.3	38352.1	20389.2	20966.9	36991.1	24591.8	32787.1	35724.3	4591.35	41747.8	3213.63	22647.5	38068.3	34589.4	25203.6	12420.9	37125.6	40005.8	21557.7	19492.8	32717.3	44517.8	10959.8	23585.1	31949.7	21516.8	23802.5	23997.9	3978.48	31411.5	21157.7	21927.5	32594.6	36156	27159.2	19181.5	9	3
P41222	9821.19	12372.6	0	11958.9	42532.3	25284.3	7184.16	9978.8	13491.4	0	11092.7	0	68561.2	7817.74	0	8919.51	7969.69	10158.1	6446.55	24454.4	13177.1	20169.6	8245.32	6319.01	12809.4	28213.4	20506.5	5743.52	13051.3	9790.01	57511.1	16512.4	0	0	0	0	0	0	14215.7	0	0	8969.11	0	0	0	0	0	7868.14	0	0	13146.7	1541.69	0	7850.8	0	17344.3	0	14732.1	0	14395.9	0	35896.3	11092.2	0	0	14254	10764.7	16860.5	16635.4	10104.5	6334.5	12651.8	2313.34	0	9028.34	11238.3	7138.9	9855.32	12243.8	0	14235.6	10138	14409.7	17409.2	10859.9	17077.4	0	14971.2	12838.4	6577.95	4804.34	10748.4	10401.9	21996.2	0	0	8316.68	10986.9	12786.3	0	0	0	11394	0	0	0	0	0	0	0	0	14334.5	0	0	0	10285.3	9421.65	10055.9	10146.3	8498.19	7134.13	0	3	1
P43251;P43251-2;P43251-3;P43251-4	41674.2	58628.9	49392.4	35216.3	49681.7	14290.7	53703.6	50036.8	55015.6	45948.5	50027.6	40210.4	36485	34123.5	30715.1	36917.4	39299.9	49872.3	51822.8	30871.8	94470	42028.5	41187.2	56833.4	44221.9	31086.7	40315.2	37269	43809.4	58334.1	25818.8	54292	43873.4	54021.7	40216.8	42647.7	43108.6	42507.2	47903.3	36171.4	40012.3	48577.6	44124	46918.3	27390.7	58694.9	39114.7	24355.9	25923.3	11090.2	6815.59	58476	55743.4	53468	23201.2	37429.3	45107.7	61574.6	42261.1	46877.1	50472.9	47107.1	20183.3	50064.7	45782.5	44423.3	47071.8	42464	38706.7	41913.4	34743	42883.7	55406.5	33030	40219.4	43412.4	27565.3	45972.2	46069.6	29125.3	58403.5	62963	65582	54605.7	55144.3	44006.3	50750.9	35205	71308	36834	67488.3	43273.5	53690.3	46414.8	49021.7	31127	48372.6	46292.8	61846.2	54346.7	29673	34037.4	43836.9	48511.2	44329.7	48615.3	56783.6	38951.4	48992.1	27733.2	30354.3	14173.1	1497.37	42510.2	40503.3	39702.9	44757.5	31573.5	33109.1	38331.1	53710	38115.6	12	3
P43652	128132	370937	346540	130753	150878	182088	240469	141106	210543	111789	122766	132995	158416	154996	103292	178259	244249	210500	141622	133901	71106	57511	147627	402663	277034	89459.6	160764	196084	136672	283416	81378	168485	313233	149972	182088	306165	128775	85201.1	130142	153570	397279	137414	208212	193445	293325	119921	296070	89216.8	73895.5	108710	111260	265144	264598	212243	108435	284205	135220	178458	291718	191043	150423	136041	83235.8	200769	242488	367132	179922	94804.1	221151	223211	133504	267317	179459	242383	183159	226557	311293	238115	249709	182847	165249	241641	173448	187373	343227	146431	370396	266992	322342	161512	254943	230545	229962	319249	288233	321228	72006.7	319137	209402	264637	163859	228538	112404	396641	296903	357472	226335	154374	432885	227832	112920	103103	91653.5	153939	235181	187843	267902	187429	248327	122828	106729	235975	30	10
P48740	18780.9	18657	18940.6	8200.81	6441.89	23894.4	16947.2	22099.2	23154.8	29979.1	15542.2	21295.8	22568.7	20937.8	20204.9	12459.9	6331.77	23028.9	21212.2	38542.2	14808.9	13475.3	19362.9	27278.4	23768.9	9565.09	36928	13539.1	20514.9	19482.7	9321.4	26144.3	21345.3	32900.4	4770.39	12642.6	24615.4	12262.5	10217.6	11201.5	23200.6	20705.8	18727.9	19801.2	10678.7	13836.1	12987.7	15011.9	15398.7	10370.9	7421.09	16724.5	15278.2	28660.1	6180.82	22951.3	8328.82	33423.6	42103.1	20088.5	7769.07	29265.3	6687.4	7171.43	14544.9	10337.1	20721.4	7423.9	10360.2	12706.9	12331.4	25698.9	23346.6	22993.6	8699.36	15374.8	19063	20359.7	20166.4	18790.9	16487.3	19393.3	26869	26336.9	20052.8	15091.9	18287.8	14049.2	28639.8	14208.1	17218.3	18823.3	23065.9	20370.2	18250.3	35412.2	14979.5	18588.9	17651.8	18954.2	27031	16684.7	19908.1	13465.2	16187	19431.4	17664.4	20857.8	22091.4	15288	3715.07	10364.4	1915.07	2203.08	19331.7	17740.7	20761.6	7297.61	24318.9	28888.3	27671.4	17299	9	3
P51884	54782.8	195791	115990	115117	152113	300007	57860.6	257471	209013	161237	83727.6	68323.2	226965	107096	80411.5	153715	111085	137827	164196	108937	50153.9	64161.8	258272	107933	136696	27401.8	123527	77054.1	158870	112325	67014.3	104531	90140.2	243249	106473	130467	122024	65623	76884.1	54410.2	195690	143336	94213.7	70373	104870	106717	197929	64215.8	28149.6	35760.7	133497	180744	112279	323765	56341.1	179051	153172	152558	138604	136374	212117	110450	146154	155645	147246	222389	104049	74029	110278	190454	142800	151547	98946.7	129066	147870	99950	178373	181224	101454	115162	176809	138238	108467	134712	325299	150006	125348	162009	182321	91373.3	85995.8	171107	303862	199121	107096	115604	132144	160890	182275	186286	221877	129039	88800.3	217620	158293	208624	160315	66792.3	182085	97215.2	53002.5	186099	211437	81470.2	92310.3	139245	146372	31943.2	176890	80995.1	119750	102838	30	9
P55058	17415.3	21634.7	18704.2	15205.6	19061.4	13258.6	8815.69	19806.5	16685.6	26840.8	6926.98	18141.8	11629.2	27875.3	3531.85	10332.2	7336.06	10743	19173.6	9811.52	4902.37	425.454	13832.9	25624.9	21585.6	10490.7	6239.4	14836.4	19250.7	15934.6	4409.41	16192.5	13127.1	17747	10397.6	12564	5959.3	10583.3	0	7574.38	16819.8	1766.6	0	0	19207.2	0	14499.2	6368.89	0	0	28020.4	6517.04	22033.8	6765.46	0	20667.4	10809.7	5846.22	8889.09	8380.84	14607.3	20079.8	4297.9	8126.02	10153.4	23109.6	5811.45	0	18819	3358.36	13719.7	12472.8	11369	9329.89	9727.58	18951.9	15197.9	16338.7	17747.7	7737.86	4941.2	25353.8	20880.7	17941.4	23100.2	16693.6	15491.1	15178.2	14873.3	20590.9	2316.48	16446.6	24964.6	18717	18523.8	23977.8	14050	13770.4	13967.7	20989.2	20594.7	18256.7	13683.3	13160.7	10213.2	13789.9	5837.48	13066.9	12385.5	6798.33	9815.94	2956.81	17412.3	17817.2	21108.3	14888	17508.1	15996.7	12458.2	16413.7	2775.67	3923.85	9	3
P55290;P55290-4	1422.18	0	0	0	1138.32	1585.05	881.841	1983.69	1511.91	0	0	974.298	861.319	0	1953.37	1184.14	0	1020.63	432.277	0	2616.28	1103.34	0	0	594.998	1233.91	0	0	463.181	0	1505.88	1384.35	0	0	0	1059.46	0	1306.5	1099.81	737.244	1224.63	2836.64	987.375	591.302	711.185	5577.3	1621.54	932.753	1169.32	2056.82	1537.35	952.673	0	1015.14	796.356	0	1309.58	0	0	0	948.937	0	0	0	0	0	1108.2	4167.4	1357.92	1202.49	553.911	1302.21	817.782	922.938	2479.74	782.661	0	0	1027.84	1580.24	0	1222.68	1526.37	0	1462.12	1606.06	0	0	945.338	0	1759.73	499.377	820.716	3616.19	0	0	0	398.126	0	0	547.685	669.833	0	1255.76	500.674	956.089	1405.39	594.368	0	0	0	1614.6	606.34	814.258	0	0	1193.03	931.813	0	710.666	0	875.573	3	1
P59665;P59666	48188.2	30843.5	9911.64	41001.6	24092.9	18448.1	15496.2	8604.41	17538.6	23391.8	40667.2	14382.5	15370.2	141425	2044.46	32937.2	386618	40111	38949.8	174725	11840.6	9819.83	88408.1	29368.6	24597.2	0	100572	24931.2	58691.8	29572.7	0	72818.5	43323.5	10153.2	6844.45	9909.84	168285	42160.8	9312.17	184331	154696	20670.5	48689.5	8202.77	5739.68	0	8902.82	69619.9	9046.5	7153.74	128591	41298.4	7349.38	12169	0	22906.1	11375.7	12201.5	15552.4	206973	14263.4	110062	13010	34374.5	2185.89	1518.9	22414.9	0	32073.2	34368.9	5910.12	46314	117594	13369.7	51518	117650	31144.1	45687.6	91190.6	3160.71	91816.4	6552.41	8470.33	14571.2	7898.15	40256.9	12633.4	129314	6688.8	75922.2	0	24370.8	17265.4	24471	57939.1	8863.13	46562.2	15569.6	128649	16889.3	21154.9	7487.67	55777.6	17623.4	8142.51	13441.3	14686.2	86964.5	0	30964.3	25751	3775.38	50606.7	3422.76	36038.9	62423.9	23105.4	39004.9	10883.6	0	75204.8	0	6	2
P60709;P63261	92547.1	74032.7	35826.7	97831.2	137343	67817.1	36923	103795	59814.5	264587	91904.9	86262.4	89315.7	173915	516176	70325.7	152236	139811	230474	261904	176397	178050	359092	72970.7	79011.5	236226	288925	29230.9	64332.6	123709	194217	210859	125799	133821	32350.5	14669.9	267055	121041	74737.6	122005	309544	100048	143992	130508	62306.6	158055	39281.7	135854	98011.6	94644.1	398015	149793	75261.4	113718	67974.6	31813.2	75482.2	70868.4	78207.9	213684	70645.6	82935.5	115498	86773.5	9610.23	12771.6	96024.2	127014	219304	111403	45418.6	156304	306418	74008.9	175830	236350	115116	133640	247788	78589.6	172019	62386.6	77794.1	104926	64766.8	106101	64054.9	160421	49153.3	55375.1	16101.5	92628.1	137950	68681.2	286909	127033	168755	59211.2	190381	47912.4	71149.6	59805.4	249381	50081.9	80367.5	22465.9	56960.2	135846	59573.2	134196	26405	71509.1	396293	6940.73	258128	33370.1	183082	65497.6	290083	129147	89870.4	100143	24	8
P61626	35602	40519.2	23255.9	53797.2	177133	66183.8	25696.2	22996.6	29590.3	86603.7	30047.8	35888.9	90218.3	53503.4	0	42488.8	90796.9	21866.9	36805.9	167369	17443.9	18606.9	70542.9	35257.8	36618.4	1124.62	67137.4	34831	60730.1	23744.8	20150.1	47546.2	38198.3	27252.1	35897.7	32403.2	70552.7	20903.9	22799.2	111604	101035	24425.3	47870.4	36050.4	44929.8	23733.5	27457.9	41504	2321.84	6856.55	58750.2	49011	24007.5	61151.3	0	27117.2	10845.8	30072.3	41508.2	54353	3338.55	94331	41621.2	43844.3	28850.4	26112.3	45743.2	34928.7	37967.6	44724.7	28212.9	53374	56393	32432.4	30997.1	54941.3	35613.4	43410.9	64428.6	25247	54344.9	22484.6	24465.3	24328	9417.49	66178.6	27603.8	107998	3126.43	62798.8	41544.3	50501.9	26762.6	24146.2	42594.8	53228.8	21337.8	32034.1	110434	32135.6	29198.8	31592.2	48091.1	45190.9	28441.9	36982.9	29807.9	69079.8	24660	46699.2	26565.1	50648.4	46296	12928.6	37641	55612.6	48822	8488.07	35025.8	37837.6	49937.3	43361.9	9	3
P61769	18784.6	8375.9	13558.2	25124.9	36398.5	32640.6	4094.83	9791.07	3565.52	17803.7	4307.4	19183.6	61935.7	8121.78	6102.74	9242.63	12262.1	6988.46	12285.4	31739	4724.75	7429.14	9857.84	10703.7	12156.2	3656.7	19304.7	7516.14	7500.44	12905.3	10802.1	20650.4	0	11373.9	11078.1	7644.07	0	10873.4	25786.3	5639.01	5489.28	5930.11	11045.9	12669	12770	20162.7	6524.47	13993.6	0	7439.78	19466.9	6848.93	2553.31	10924.7	19894.7	9007.04	10956.5	7815.53	9567.53	10139.5	12848.3	15059.8	12562.2	6336.47	12386.3	9267.45	15182	23265	9017.9	7765.94	11216.2	12984.6	4795.77	9255.12	2298.14	8810.86	2062.04	12163	10996	4097.98	3162.03	1756.21	12262.4	9072.24	2068.77	4013.27	1911.48	20550	3007.74	2232.51	6165.52	13616.6	12590.1	14726.2	12883.3	18801.6	22934	2619.96	6117.25	3695.94	14666.1	6506.3	24902.9	9579.6	0	6598.76	5523.29	24569.9	4583.01	7687.31	8851.63	0	10407.8	9594.88	9778.93	5775.92	5612.05	19831.5	7258.01	13759.7	7098.29	7598.95	6	2
